model_scale	stiefel_type	stiefel_lr	stiefel_momentum	stiefel_beta1	stiefel_beta2	layers	training_seconds	total_seconds	peak_vram_mb	mfu_percent	total_tokens_M	num_steps	num_params_M	loss	batch_size
40	Adam	0.04		0.8	0.95	12	14861.828383207321	14917.275611162186	16489.95068359375	24.010075939979117	4404.281344	16801	286.262424	2.2654881505680056	262144
