model_scale	matrix_lr	beta1	beta2	layers	training_seconds	total_seconds	peak_vram_mb	mfu_percent	total_tokens_M	num_steps	num_params_M	loss	batch_size	num_heads
20	0.04	0.8	0.95	2	13.473221778869629	36.33137083053589	943.14697265625	2.9675632007294674	29.097984	111	3.539012	4.720447299129173	262144	2
20	0.04	0.8	0.95	2	13.396979808807373	22.848005056381226	943.14697265625	2.9845282447814956	29.097984	111	3.539076	4.824279585300918	262144	4
20	0.04	0.8	0.95	2	13.410590410232544	22.635234594345093	945.6484375	2.9816524393637795	29.097984	111	3.539204	4.977670193351674	262144	8
20	0.04	0.8	0.95	4	55.14832520484924	81.48848986625671	1980.060546875	10.635749902723763	105.119744	401	11.534472	3.4322271707588254	262144	2
20	0.04	0.8	0.95	4	54.27988243103027	66.18693780899048	1980.81103515625	10.806061538169457	105.119744	401	11.5346	3.4473514719454434	262144	4
20	0.04	0.8	0.95	4	54.300602197647095	66.91571354866028	1986.06396484375	10.80223122576453	105.119744	401	11.534856	3.5805303892553355	262144	8
20	0.04	0.8	0.95	8	515.5753417015076	543.9055218696594	6197.45849609375	31.734949043228937	587.464704	2241	50.33192	2.770605313984342	262144	2
20	0.04	0.8	0.95	8	495.53209400177	514.2648286819458	6197.95947265625	33.01874526406331	587.464704	2241	50.332176	2.7551291031870697	262144	4
20	0.04	0.8	0.95	8	501.55876994132996	520.5335595607758	6207.46533203125	32.622357603806904	587.464704	2241	50.332688	2.7677201887063845	262144	8
