model_scale	matrix_lr	beta1	beta2	layers	training_seconds	total_seconds	peak_vram_mb	mfu_percent	total_tokens_M	num_steps	num_params_M	loss	batch_size	num_heads
10	0.04	0.8	0.95	1	15.76334547996521	47.431331396102905	4776.85302734375	0.17485113629988194	5.767168	176	1.622082	5.218415030128243	32768	2
10	0.04	0.8	0.95	1	16.188799142837524	55.740723609924316	4776.85400390625	0.1702559185978275	5.767168	176	1.622082	5.1892688374139375	32768	2
