model_scale	stiefel_type	stiefel_lr	stiefel_momentum	stiefel_beta1	stiefel_beta2	layers	training_seconds	total_seconds	peak_vram_mb	mfu_percent	total_tokens_M	num_steps	num_params_M	loss	batch_size
0.01	SGD	0.04	0.99			12	0	57.255221366882324	16490.25537109375	0	1.31072	5	286.262424	8.534417373293188	262144
40	Adam	0.001		0.8	0.95	12	15573.039177417755	15635.524508953094	16546.00537109375	22.913551043086326	4404.281344	16801	286.262424	2.3135822571296747	262144
